customer_id,recency,frequency,monetary,customer_type,r_score,f_score,m_score,rfm_score,rfm_avg_score,segment
C00720,12,8,6142.63,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C00721,263,8,5117.92,Regular,5,5,5,555,5.0,Champions
C00722,34,5,2336.0,Regular,2,3,4,234,3.0,At Risk
C00723,81,11,1782.23,Regular,3,5,3,353,3.6666666666666665,Promising
C00724,131,2,519.11,Regular,4,1,1,411,2.0,New Customers
C00725,105,4,1216.37,VIP,3,2,2,322,2.3333333333333335,Promising
C00726,68,6,664.75,Regular,2,4,1,241,2.3333333333333335,Others
C00727,243,9,3842.89,Occasional,5,5,5,555,5.0,Champions
C00728,254,2,1597.7,Regular,5,1,3,513,3.0,New Customers
C00729,126,4,3492.49,Occasional,3,2,4,324,3.0,Promising
C00730,36,4,1787.42,VIP,2,2,3,223,2.3333333333333335,About to Sleep
C00731,80,7,2490.88,Occasional,3,4,4,344,3.6666666666666665,Loyal Customers
C00732,57,4,467.90999999999997,Regular,2,2,1,221,1.6666666666666667,About to Sleep
C00733,13,2,1075.47,Regular,1,1,2,112,1.3333333333333333,About to Sleep
C00734,13,5,1670.7,Occasional,1,3,3,133,2.3333333333333335,At Risk
C00735,352,2,2564.8999999999996,Regular,5,1,4,514,3.3333333333333335,New Customers
C00736,84,8,4801.98,Occasional,3,5,5,355,4.333333333333333,Loyal Customers
C00737,404,2,368.26,Occasional,5,1,1,511,2.3333333333333335,New Customers
C00738,42,7,5094.23,Regular,2,4,5,245,3.6666666666666665,Loyal Customers
C00739,39,7,1632.81,Regular,2,4,3,243,3.0,At Risk
C00740,260,5,4479.45,Regular,5,3,5,535,4.333333333333333,Potential Loyalists
C00741,82,9,4125.17,VIP,3,5,5,355,4.333333333333333,Loyal Customers
C00742,142,3,1066.44,VIP,4,1,2,412,2.3333333333333335,New Customers
C00743,321,6,598.22,Regular,5,4,1,541,3.3333333333333335,Potential Loyalists
C00744,205,5,1475.53,Regular,4,3,3,433,3.3333333333333335,Potential Loyalists
C00745,165,4,634.01,Regular,4,2,1,421,2.3333333333333335,New Customers
C00746,317,4,600.34,Regular,5,2,1,521,2.6666666666666665,New Customers
C00747,108,4,3625.9700000000003,Occasional,3,2,5,325,3.3333333333333335,Promising
C00748,13,10,12997.77,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C00749,243,5,4104.610000000001,Regular,5,3,5,535,4.333333333333333,Potential Loyalists
C00750,30,7,2666.56,Regular,1,4,4,144,3.0,Loyal Customers
C00751,100,4,1123.1100000000001,Regular,3,2,2,322,2.3333333333333335,Promising
C00752,12,7,3439.14,Regular,1,4,4,144,3.0,Loyal Customers
C00753,418,3,1043.1299999999999,Regular,5,1,2,512,2.6666666666666665,New Customers
C00754,347,2,95.53999999999999,Occasional,5,1,1,511,2.3333333333333335,New Customers
C00755,100,6,684.76,Occasional,3,4,1,341,2.6666666666666665,Others
C00756,189,5,1259.45,Regular,4,3,2,432,3.0,Potential Loyalists
C00757,375,3,2581.7799999999997,Occasional,5,1,4,514,3.3333333333333335,New Customers
C00758,43,5,1476.75,Occasional,2,3,3,233,2.6666666666666665,At Risk
C00759,102,5,1157.6399999999999,Occasional,3,3,2,332,2.6666666666666665,Promising
C00760,66,4,1317.04,Regular,2,2,2,222,2.0,About to Sleep
C00761,54,5,1540.4099999999999,Regular,2,3,3,233,2.6666666666666665,At Risk
C00762,206,9,2292.2200000000003,Regular,4,5,4,454,4.333333333333333,Champions
C00763,23,6,1781.2,Regular,1,4,3,143,2.6666666666666665,At Risk
C00764,186,6,2735.91,Regular,4,4,4,444,4.0,Champions
C00765,175,4,1029.5800000000002,Occasional,4,2,2,422,2.6666666666666665,New Customers
C00766,195,4,911.77,Occasional,4,2,2,422,2.6666666666666665,New Customers
C00767,78,7,1810.34,Regular,3,4,3,343,3.3333333333333335,Promising
C00768,88,8,6371.83,Regular,3,5,5,355,4.333333333333333,Loyal Customers
C00769,86,5,2726.4300000000003,VIP,3,3,4,334,3.3333333333333335,Promising
C00770,203,3,584.39,VIP,4,1,1,411,2.0,New Customers
C00771,25,8,1938.63,Regular,1,5,3,153,3.0,At Risk
C00772,108,15,10176.61,Regular,3,5,5,355,4.333333333333333,Loyal Customers
C00773,590,3,2309.4,VIP,5,1,4,514,3.3333333333333335,New Customers
C00774,46,7,1880.6999999999998,Regular,2,4,3,243,3.0,At Risk
C00775,113,4,1249.32,Occasional,3,2,2,322,2.3333333333333335,Promising
C00776,69,4,3632.65,Regular,2,2,5,225,3.0,About to Sleep
C00777,201,4,3820.34,VIP,4,2,5,425,3.6666666666666665,New Customers
C00778,63,5,1606.78,Regular,2,3,3,233,2.6666666666666665,At Risk
C00779,56,4,4739.16,VIP,2,2,5,225,3.0,About to Sleep
C00780,107,8,1742.87,Regular,3,5,3,353,3.6666666666666665,Promising
C00781,150,4,3754.43,Regular,4,2,5,425,3.6666666666666665,New Customers
C00782,54,6,1824.44,Regular,2,4,3,243,3.0,At Risk
C00783,10,3,1586.71,VIP,1,1,3,113,1.6666666666666667,About to Sleep
C00784,37,9,2812.4,VIP,2,5,4,254,3.6666666666666665,Loyal Customers
C00785,154,3,2559.24,VIP,4,1,4,414,3.0,New Customers
C00786,494,5,649.7,Regular,5,3,1,531,3.0,Potential Loyalists
C00787,19,6,1938.47,Regular,1,4,3,143,2.6666666666666665,At Risk
C00788,187,4,1470.6399999999999,Occasional,4,2,3,423,3.0,New Customers
C00789,15,10,8655.22,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C00790,32,4,432.28999999999996,Regular,2,2,1,221,1.6666666666666667,About to Sleep
C00791,84,9,2491.5,Regular,3,5,4,354,4.0,Loyal Customers
C00792,107,8,4481.99,VIP,3,5,5,355,4.333333333333333,Loyal Customers
C00793,57,8,1401.24,Regular,2,5,3,253,3.3333333333333335,At Risk
C00794,226,7,1997.4900000000002,Occasional,5,4,3,543,4.0,Potential Loyalists
C00795,35,9,3072.1800000000003,Regular,2,5,4,254,3.6666666666666665,Loyal Customers
C00796,514,3,3140.21,Regular,5,1,4,514,3.3333333333333335,New Customers
C00797,19,5,1201.8700000000001,Regular,1,3,2,132,2.0,Others
C00798,3,3,698.8000000000001,Occasional,1,1,1,111,1.0,About to Sleep
C00799,53,7,3241.5,Occasional,2,4,4,244,3.3333333333333335,Loyal Customers
C00800,313,5,1588.59,Regular,5,3,3,533,3.6666666666666665,Potential Loyalists
C00801,359,3,462.68,Regular,5,1,1,511,2.3333333333333335,New Customers
C00802,146,7,5038.18,VIP,4,4,5,445,4.333333333333333,Champions
C00803,11,7,4167.07,VIP,1,4,5,145,3.3333333333333335,Loyal Customers
C00804,50,6,4772.16,VIP,2,4,5,245,3.6666666666666665,Loyal Customers
C00805,224,3,731.7,Regular,5,1,2,512,2.6666666666666665,New Customers
C00806,64,4,939.59,Regular,2,2,2,222,2.0,About to Sleep
C00807,148,6,2783.3,Regular,4,4,4,444,4.0,Champions
C00808,10,5,2002.76,Regular,1,3,3,133,2.3333333333333335,At Risk
C00809,215,3,3598.29,Regular,4,1,4,414,3.0,New Customers
C00810,41,3,443.41999999999996,Regular,2,1,1,211,1.3333333333333333,About to Sleep
C00811,376,2,2233.8700000000003,Regular,5,1,4,514,3.3333333333333335,New Customers
C00812,188,1,493.24,Occasional,4,1,1,411,2.0,New Customers
C00813,7,3,1297.21,Regular,1,1,2,112,1.3333333333333333,About to Sleep
C00814,676,1,56.05,Regular,5,1,1,511,2.3333333333333335,New Customers
C00815,303,7,2064.96,Occasional,5,4,3,543,4.0,Potential Loyalists
C00816,327,3,2695.11,Regular,5,1,4,514,3.3333333333333335,New Customers
C00817,138,3,2106.21,Regular,4,1,3,413,2.6666666666666665,New Customers
C00818,35,6,2403.09,Regular,2,4,4,244,3.3333333333333335,Loyal Customers
C00819,110,6,947.78,Regular,3,4,2,342,3.0,Promising
C00820,161,4,1597.65,Regular,4,2,3,423,3.0,New Customers
C00821,193,2,77.17,Occasional,4,1,1,411,2.0,New Customers
C00822,19,6,3578.06,Regular,1,4,4,144,3.0,Loyal Customers
C00823,274,5,2742.7000000000003,Regular,5,3,4,534,4.0,Potential Loyalists
C00824,11,4,576.0699999999999,VIP,1,2,1,121,1.3333333333333333,About to Sleep
C00825,28,9,16798.02,VIP,1,5,5,155,3.6666666666666665,Loyal Customers
C00826,536,2,1810.1100000000001,Regular,5,1,3,513,3.0,New Customers
C00827,4,7,2067.77,Regular,1,4,3,143,2.6666666666666665,At Risk
C00828,123,3,815.19,Regular,3,1,2,312,2.0,Others
C00829,57,10,1863.83,Regular,2,5,3,253,3.3333333333333335,At Risk
C00830,5,5,652.45,Regular,1,3,1,131,1.6666666666666667,Others
C00831,65,6,1987.79,VIP,2,4,3,243,3.0,At Risk
C00832,124,1,120.66,Regular,3,1,1,311,1.6666666666666667,Others
C00833,99,6,1329.34,Regular,3,4,2,342,3.0,Promising
C00834,226,7,2189.6899999999996,Regular,5,4,4,544,4.333333333333333,Champions
C00835,2,7,12237.87,Regular,1,4,5,145,3.3333333333333335,Loyal Customers
C00836,242,3,515.34,Occasional,5,1,1,511,2.3333333333333335,New Customers
C00837,258,4,2984.96,Regular,5,2,4,524,3.6666666666666665,New Customers
C00838,88,6,2113.63,Regular,3,4,3,343,3.3333333333333335,Promising
C00839,139,7,2360.8999999999996,Regular,4,4,4,444,4.0,Champions
C00840,18,6,926.02,Occasional,1,4,2,142,2.3333333333333335,Others
C00841,32,3,702.53,Regular,2,1,1,211,1.3333333333333333,About to Sleep
C00843,639,1,46.81,Occasional,5,1,1,511,2.3333333333333335,New Customers
C00844,393,2,137.61,Regular,5,1,1,511,2.3333333333333335,New Customers
C00845,167,3,514.63,Regular,4,1,1,411,2.0,New Customers
C00846,324,2,112.81,Occasional,5,1,1,511,2.3333333333333335,New Customers
C00847,16,8,6022.580000000001,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C00848,76,3,1643.65,Regular,3,1,3,313,2.3333333333333335,Others
C00849,39,8,2203.73,Regular,2,5,4,254,3.6666666666666665,Loyal Customers
C00850,5,5,6889.63,VIP,1,3,5,135,3.0,At Risk
C00851,102,6,2358.29,VIP,3,4,4,344,3.6666666666666665,Loyal Customers
C00852,208,8,905.12,Regular,4,5,2,452,3.6666666666666665,Potential Loyalists
C00853,412,4,1072.7,Regular,5,2,2,522,3.0,New Customers
C00854,660,1,387.43,Regular,5,1,1,511,2.3333333333333335,New Customers
C00855,115,10,3126.55,Regular,3,5,4,354,4.0,Loyal Customers
C00856,449,4,1226.3899999999999,Regular,5,2,2,522,3.0,New Customers
C00857,417,3,672.5799999999999,VIP,5,1,1,511,2.3333333333333335,New Customers
C00858,190,7,4927.42,Regular,4,4,5,445,4.333333333333333,Champions
C00859,251,7,2925.92,Regular,5,4,4,544,4.333333333333333,Champions
C00860,12,4,1277.07,Occasional,1,2,2,122,1.6666666666666667,About to Sleep
C00861,144,7,3104.46,Regular,4,4,4,444,4.0,Champions
C00862,114,3,1394.6599999999999,Regular,3,1,3,313,2.3333333333333335,Others
C00863,8,8,4189.54,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C00864,41,6,857.6899999999999,Regular,2,4,2,242,2.6666666666666665,Others
C00865,47,6,2566.01,Regular,2,4,4,244,3.3333333333333335,Loyal Customers
C00866,6,11,2205.08,Occasional,1,5,4,154,3.3333333333333335,Loyal Customers
C00867,97,4,424.82000000000005,Regular,3,2,1,321,2.0,Others
C00868,216,4,681.6700000000001,Regular,4,2,1,421,2.3333333333333335,New Customers
C00869,129,3,183.8,Regular,4,1,1,411,2.0,New Customers
C00870,12,3,395.3,Regular,1,1,1,111,1.0,About to Sleep
C00871,191,6,4819.5199999999995,Regular,4,4,5,445,4.333333333333333,Champions
C00872,4,4,1675.77,Regular,1,2,3,123,2.0,About to Sleep
C00873,10,9,2451.29,VIP,1,5,4,154,3.3333333333333335,Loyal Customers
C00874,82,5,1257.75,Regular,3,3,2,332,2.6666666666666665,Promising
C00875,69,7,2175.29,Occasional,2,4,4,244,3.3333333333333335,Loyal Customers
C00876,335,4,2403.96,Occasional,5,2,4,524,3.6666666666666665,New Customers
C00877,37,7,1533.1599999999999,Regular,2,4,3,243,3.0,At Risk
C00878,4,6,2323.11,Regular,1,4,4,144,3.0,Loyal Customers
C00879,124,3,303.5,Occasional,3,1,1,311,1.6666666666666667,Others
C00880,181,4,1534.71,VIP,4,2,3,423,3.0,New Customers
C00881,84,10,3812.64,Regular,3,5,5,355,4.333333333333333,Loyal Customers
C00882,158,11,4395.75,Regular,4,5,5,455,4.666666666666667,Champions
C00883,12,6,1868.1299999999999,Regular,1,4,3,143,2.6666666666666665,At Risk
C00884,195,5,1006.7299999999999,Regular,4,3,2,432,3.0,Potential Loyalists
C00885,93,6,4386.83,Regular,3,4,5,345,4.0,Loyal Customers
C00886,48,6,1178.2,VIP,2,4,2,242,2.6666666666666665,Others
C00887,31,9,4831.54,Occasional,1,5,5,155,3.6666666666666665,Loyal Customers
C00888,12,4,1393.5700000000002,Occasional,1,2,3,123,2.0,About to Sleep
C00889,119,4,719.76,Regular,3,2,2,322,2.3333333333333335,Promising
C00890,159,4,1226.36,Regular,4,2,2,422,2.6666666666666665,New Customers
C00891,198,2,258.37,Occasional,4,1,1,411,2.0,New Customers
C00892,128,7,1555.95,Regular,3,4,3,343,3.3333333333333335,Promising
C00893,293,5,2239.73,Occasional,5,3,4,534,4.0,Potential Loyalists
C00894,9,6,2290.55,Occasional,1,4,4,144,3.0,Loyal Customers
C00895,218,4,985.52,Occasional,4,2,2,422,2.6666666666666665,New Customers
C00896,43,5,846.87,Regular,2,3,2,232,2.3333333333333335,Others
C00897,242,3,1168.86,Regular,5,1,2,512,2.6666666666666665,New Customers
C00898,13,6,2176.88,Regular,1,4,4,144,3.0,Loyal Customers
C00899,84,11,3929.51,Regular,3,5,5,355,4.333333333333333,Loyal Customers
C00900,88,5,1184.28,Regular,3,3,2,332,2.6666666666666665,Promising
C00901,100,5,3689.25,Regular,3,3,5,335,3.6666666666666665,Promising
C00902,314,3,968.49,VIP,5,1,2,512,2.6666666666666665,New Customers
C00903,288,6,1803.92,Regular,5,4,3,543,4.0,Potential Loyalists
C00904,1,7,659.1,Regular,1,4,1,141,2.0,Others
C00905,224,3,181.92000000000002,Occasional,5,1,1,511,2.3333333333333335,New Customers
C00906,60,6,2287.44,Regular,2,4,4,244,3.3333333333333335,Loyal Customers
C00907,99,9,4155.8099999999995,VIP,3,5,5,355,4.333333333333333,Loyal Customers
C00908,56,6,1194.46,Regular,2,4,2,242,2.6666666666666665,Others
C00909,575,3,1440.33,Regular,5,1,3,513,3.0,New Customers
C00910,274,3,944.86,Occasional,5,1,2,512,2.6666666666666665,New Customers
C00911,28,5,975.4200000000001,Occasional,1,3,2,132,2.0,Others
C00912,9,8,932.63,Regular,1,5,2,152,2.6666666666666665,Others
C00913,22,3,391.74,Occasional,1,1,1,111,1.0,About to Sleep
C00914,12,5,3563.61,Occasional,1,3,4,134,2.6666666666666665,At Risk
C00915,1,5,1168.0800000000002,Regular,1,3,2,132,2.0,Others
C00916,245,3,1171.47,Occasional,5,1,2,512,2.6666666666666665,New Customers
C00917,44,3,243.99,VIP,2,1,1,211,1.3333333333333333,About to Sleep
C00918,74,4,1516.52,Regular,3,2,3,323,2.6666666666666665,Promising
C00919,113,8,4040.55,Occasional,3,5,5,355,4.333333333333333,Loyal Customers
C00920,200,5,1047.98,Regular,4,3,2,432,3.0,Potential Loyalists
C00921,109,6,1731.99,Regular,3,4,3,343,3.3333333333333335,Promising
C00922,455,7,7019.06,Regular,5,4,5,545,4.666666666666667,Champions
C00923,28,5,780.26,Regular,1,3,2,132,2.0,Others
C00924,300,6,912.3199999999999,Regular,5,4,2,542,3.6666666666666665,Potential Loyalists
C00925,596,2,63.01,Occasional,5,1,1,511,2.3333333333333335,New Customers
C00926,257,6,9941.64,Regular,5,4,5,545,4.666666666666667,Champions
C00927,312,3,2708.36,VIP,5,1,4,514,3.3333333333333335,New Customers
C00928,256,3,1443.61,Occasional,5,1,3,513,3.0,New Customers
C00929,197,8,4475.65,Regular,4,5,5,455,4.666666666666667,Champions
C00930,312,3,1489.97,Regular,5,1,3,513,3.0,New Customers
C00931,335,3,157.26,VIP,5,1,1,511,2.3333333333333335,New Customers
C00932,45,9,2385.03,Regular,2,5,4,254,3.6666666666666665,Loyal Customers
C00933,411,3,289.98,Regular,5,1,1,511,2.3333333333333335,New Customers
C00934,82,5,3109.58,VIP,3,3,4,334,3.3333333333333335,Promising
C00935,26,5,1131.91,Regular,1,3,2,132,2.0,Others
C00936,104,2,120.62,Regular,3,1,1,311,1.6666666666666667,Others
C00937,79,9,1933.12,Regular,3,5,3,353,3.6666666666666665,Promising
C00938,218,3,813.09,Regular,4,1,2,412,2.3333333333333335,New Customers
C00939,17,5,1464.31,Occasional,1,3,3,133,2.3333333333333335,At Risk
C00940,94,5,5597.42,VIP,3,3,5,335,3.6666666666666665,Promising
C00941,45,4,1199.9299999999998,Regular,2,2,2,222,2.0,About to Sleep
C00942,139,5,4159.5199999999995,Regular,4,3,5,435,4.0,Potential Loyalists
C00943,140,6,2519.06,VIP,4,4,4,444,4.0,Champions
C00944,7,6,2354.5299999999997,Regular,1,4,4,144,3.0,Loyal Customers
C00945,22,6,4063.75,Regular,1,4,5,145,3.3333333333333335,Loyal Customers
C00946,30,4,4181.91,Regular,1,2,5,125,2.6666666666666665,About to Sleep
C00947,3,7,3922.92,VIP,1,4,5,145,3.3333333333333335,Loyal Customers
C00948,46,12,7083.9800000000005,VIP,2,5,5,255,4.0,Loyal Customers
C00949,11,3,5725.1,Occasional,1,1,5,115,2.3333333333333335,About to Sleep
C00950,44,5,1171.1599999999999,Regular,2,3,2,232,2.3333333333333335,Others
C00951,43,5,1865.09,Regular,2,3,3,233,2.6666666666666665,At Risk
C00952,144,2,231.5,Regular,4,1,1,411,2.0,New Customers
C00953,61,2,1586.71,Regular,2,1,3,213,2.0,About to Sleep
C00954,16,7,2978.9900000000002,Regular,1,4,4,144,3.0,Loyal Customers
C00955,25,5,5044.349999999999,Regular,1,3,5,135,3.0,At Risk
C00956,117,7,992.24,Regular,3,4,2,342,3.0,Promising
C00957,318,3,1126.16,VIP,5,1,2,512,2.6666666666666665,New Customers
C00958,17,11,8281.42,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C00959,8,7,6357.66,Regular,1,4,5,145,3.3333333333333335,Loyal Customers
C00960,4,6,4788.67,VIP,1,4,5,145,3.3333333333333335,Loyal Customers
C00961,62,6,2281.29,Occasional,2,4,4,244,3.3333333333333335,Loyal Customers
C00962,489,3,575.1,VIP,5,1,1,511,2.3333333333333335,New Customers
C00963,62,4,1725.6399999999999,Regular,2,2,3,223,2.3333333333333335,About to Sleep
C00964,101,2,237.67000000000002,Regular,3,1,1,311,1.6666666666666667,Others
C00965,62,8,3028.5299999999997,VIP,2,5,4,254,3.6666666666666665,Loyal Customers
C00966,166,3,473.98,Occasional,4,1,1,411,2.0,New Customers
C00967,47,4,1836.5,VIP,2,2,3,223,2.3333333333333335,About to Sleep
C00968,163,3,465.14,Regular,4,1,1,411,2.0,New Customers
C00969,18,6,4418.5,Regular,1,4,5,145,3.3333333333333335,Loyal Customers
C00970,38,3,1901.6599999999999,Occasional,2,1,3,213,2.0,About to Sleep
C00971,106,3,816.85,Regular,3,1,2,312,2.0,Others
C00973,33,3,616.06,Occasional,2,1,1,211,1.3333333333333333,About to Sleep
C00974,32,10,5828.08,Regular,2,5,5,255,4.0,Loyal Customers
C00975,158,3,2046.6799999999998,Regular,4,1,3,413,2.6666666666666665,New Customers
C00976,303,4,734.6800000000001,Regular,5,2,2,522,3.0,New Customers
C00977,1,10,6828.57,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C00978,290,3,483.84000000000003,Regular,5,1,1,511,2.3333333333333335,New Customers
C00979,112,4,1067.65,Regular,3,2,2,322,2.3333333333333335,Promising
C00980,327,5,1265.88,VIP,5,3,2,532,3.3333333333333335,Potential Loyalists
C00981,32,4,1301.24,Regular,2,2,2,222,2.0,About to Sleep
C00982,90,6,786.44,Occasional,3,4,2,342,3.0,Promising
C00983,84,4,2756.0699999999997,Regular,3,2,4,324,3.0,Promising
C00984,51,8,2685.51,Regular,2,5,4,254,3.6666666666666665,Loyal Customers
C00985,108,4,480.05,Regular,3,2,1,321,2.0,Others
C00986,9,2,1282.13,Regular,1,1,2,112,1.3333333333333333,About to Sleep
C00987,497,2,2079.23,Regular,5,1,3,513,3.0,New Customers
C00988,26,11,2068.38,Regular,1,5,3,153,3.0,At Risk
C00989,39,5,1979.03,Regular,2,3,3,233,2.6666666666666665,At Risk
C00990,15,6,1343.07,Regular,1,4,2,142,2.3333333333333335,Others
C00991,167,5,1409.86,Regular,4,3,3,433,3.3333333333333335,Potential Loyalists
C00992,85,11,6907.15,Occasional,3,5,5,355,4.333333333333333,Loyal Customers
C00993,126,7,3386.08,Regular,3,4,4,344,3.6666666666666665,Loyal Customers
C00994,39,7,4315.07,Occasional,2,4,5,245,3.6666666666666665,Loyal Customers
C00995,24,6,2454.48,Regular,1,4,4,144,3.0,Loyal Customers
C00996,66,6,1929.6299999999999,Occasional,2,4,3,243,3.0,At Risk
C00997,57,3,1242.05,Regular,2,1,2,212,1.6666666666666667,About to Sleep
C00998,195,4,2630.13,Regular,4,2,4,424,3.3333333333333335,New Customers
C00999,89,3,665.78,Regular,3,1,1,311,1.6666666666666667,Others
C01000,128,4,356.7,Occasional,3,2,1,321,2.0,Others
C01001,20,8,1704.3899999999999,Regular,1,5,3,153,3.0,At Risk
C01002,10,5,688.1700000000001,Regular,1,3,1,131,1.6666666666666667,Others
C01003,66,6,1757.55,Regular,2,4,3,243,3.0,At Risk
C01004,351,2,37.43,Occasional,5,1,1,511,2.3333333333333335,New Customers
C01005,132,6,1117.13,VIP,4,4,2,442,3.3333333333333335,Potential Loyalists
C01006,251,9,3218.9100000000003,VIP,5,5,4,554,4.666666666666667,Champions
C01007,18,6,3450.7,Regular,1,4,4,144,3.0,Loyal Customers
C01008,34,9,1259.27,Regular,2,5,2,252,3.0,Others
C01009,156,5,4869.57,Occasional,4,3,5,435,4.0,Potential Loyalists
C01010,125,3,461.49,Regular,3,1,1,311,1.6666666666666667,Others
C01011,181,2,185.61,Occasional,4,1,1,411,2.0,New Customers
C01012,212,3,1766.33,Regular,4,1,3,413,2.6666666666666665,New Customers
C01013,90,3,523.1700000000001,Occasional,3,1,1,311,1.6666666666666667,Others
C01014,3,6,1207.6,Regular,1,4,2,142,2.3333333333333335,Others
C01015,51,4,3195.3500000000004,Occasional,2,2,4,224,2.6666666666666665,About to Sleep
C01016,168,3,447.73,Occasional,4,1,1,411,2.0,New Customers
C01017,40,9,2587.02,Regular,2,5,4,254,3.6666666666666665,Loyal Customers
C01018,34,8,964.0999999999999,Occasional,2,5,2,252,3.0,Others
C01019,39,5,3825.98,Regular,2,3,5,235,3.3333333333333335,At Risk
C01020,101,3,947.14,Regular,3,1,2,312,2.0,Others
C01021,136,3,2471.8,Regular,4,1,4,414,3.0,New Customers
C01022,246,7,1697.18,Regular,5,4,3,543,4.0,Potential Loyalists
C01023,46,6,2474.7200000000003,VIP,2,4,4,244,3.3333333333333335,Loyal Customers
C01024,132,3,2898.72,Occasional,4,1,4,414,3.0,New Customers
C01025,164,4,2639.07,Regular,4,2,4,424,3.3333333333333335,New Customers
C01026,100,8,7194.84,Occasional,3,5,5,355,4.333333333333333,Loyal Customers
C01027,248,3,839.48,Regular,5,1,2,512,2.6666666666666665,New Customers
C01028,50,7,2369.66,Regular,2,4,4,244,3.3333333333333335,Loyal Customers
C01029,18,8,4464.78,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C01030,182,7,2629.54,Regular,4,4,4,444,4.0,Champions
C01031,6,4,3681.1400000000003,Regular,1,2,5,125,2.6666666666666665,About to Sleep
C01032,187,5,967.4100000000001,Regular,4,3,2,432,3.0,Potential Loyalists
C01033,27,6,1725.36,VIP,1,4,3,143,2.6666666666666665,At Risk
C01034,106,2,1775.1100000000001,Regular,3,1,3,313,2.3333333333333335,Others
C01035,92,4,1588.93,Regular,3,2,3,323,2.6666666666666665,Promising
C01036,53,7,11600.21,Regular,2,4,5,245,3.6666666666666665,Loyal Customers
C01037,26,4,630.06,Occasional,1,2,1,121,1.3333333333333333,About to Sleep
C01038,79,4,3514.92,Regular,3,2,4,324,3.0,Promising
C01039,108,8,2841.5,Regular,3,5,4,354,4.0,Loyal Customers
C01040,52,4,515.17,Occasional,2,2,1,221,1.6666666666666667,About to Sleep
C01041,74,3,4198.98,Regular,3,1,5,315,3.0,Others
C01042,37,7,2028.5700000000002,Regular,2,4,3,243,3.0,At Risk
C01043,39,5,528.81,Regular,2,3,1,231,2.0,Others
C01044,308,4,2066.32,Regular,5,2,3,523,3.3333333333333335,New Customers
C01045,138,4,3596.8199999999997,Regular,4,2,4,424,3.3333333333333335,New Customers
C01046,29,5,1158.41,Regular,1,3,2,132,2.0,Others
C01047,29,9,8891.64,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C01048,29,8,2671.35,Regular,1,5,4,154,3.3333333333333335,Loyal Customers
C01049,116,6,2606.71,Regular,3,4,4,344,3.6666666666666665,Loyal Customers
C01050,458,4,5839.13,Regular,5,2,5,525,4.0,New Customers
C01051,21,6,2162.16,VIP,1,4,4,144,3.0,Loyal Customers
C01052,104,4,2216.37,VIP,3,2,4,324,3.0,Promising
C01053,472,3,989.52,Regular,5,1,2,512,2.6666666666666665,New Customers
C01054,207,5,2458.68,Regular,4,3,4,434,3.6666666666666665,Potential Loyalists
C01055,49,6,1204.68,Occasional,2,4,2,242,2.6666666666666665,Others
C01056,61,4,646.37,VIP,2,2,1,221,1.6666666666666667,About to Sleep
C01057,23,7,3661.65,Regular,1,4,5,145,3.3333333333333335,Loyal Customers
C01058,192,3,707.47,Regular,4,1,1,411,2.0,New Customers
C01059,657,1,353.29,Regular,5,1,1,511,2.3333333333333335,New Customers
C01060,303,1,389.77,Occasional,5,1,1,511,2.3333333333333335,New Customers
C01061,155,3,1923.75,VIP,4,1,3,413,2.6666666666666665,New Customers
C01062,159,3,137.75,Occasional,4,1,1,411,2.0,New Customers
C01063,564,2,190.98,Regular,5,1,1,511,2.3333333333333335,New Customers
C01064,121,6,873.74,Regular,3,4,2,342,3.0,Promising
C01065,97,2,844.45,VIP,3,1,2,312,2.0,Others
C01066,142,10,2216.89,Regular,4,5,4,454,4.333333333333333,Champions
C01067,328,2,517.74,VIP,5,1,1,511,2.3333333333333335,New Customers
C01068,3,4,269.11,Regular,1,2,1,121,1.3333333333333333,About to Sleep
C01069,106,5,1380.44,Regular,3,3,3,333,3.0,Promising
C01070,92,10,3152.46,Regular,3,5,4,354,4.0,Loyal Customers
C01071,132,3,1553.96,Regular,4,1,3,413,2.6666666666666665,New Customers
C01072,241,4,2732.4,VIP,5,2,4,524,3.6666666666666665,New Customers
C01073,204,4,3652.65,Occasional,4,2,5,425,3.6666666666666665,New Customers
C01074,252,4,1009.23,Regular,5,2,2,522,3.0,New Customers
C01075,158,5,497.76,Regular,4,3,1,431,2.6666666666666665,Potential Loyalists
C01076,91,6,5585.9,Regular,3,4,5,345,4.0,Loyal Customers
C01077,235,3,959.3199999999999,Occasional,5,1,2,512,2.6666666666666665,New Customers
C01078,140,4,5736.63,Occasional,4,2,5,425,3.6666666666666665,New Customers
C01079,92,5,770.59,Regular,3,3,2,332,2.6666666666666665,Promising
C01080,243,5,3520.0,VIP,5,3,4,534,4.0,Potential Loyalists
C01081,142,7,1299.75,Regular,4,4,2,442,3.3333333333333335,Potential Loyalists
C01083,87,7,1316.22,Regular,3,4,2,342,3.0,Promising
