transaction_id,customer_id,customer_type,date,category,product_price,quantity,total_amount,payment_method,device,region,rating,year_month,day_of_week
T003836,C01908,Regular,2023-10-08,Electronics,323.12,1,323.12,Credit Card,Mobile,Europe,4,2023-10,Sunday
T003837,C01689,Regular,2023-03-04,Home & Garden,151.63,1,151.63,Credit Card,Mobile,North America,5,2023-03,Saturday
T003838,C00899,VIP,2023-06-01,Books,72.14,3,216.41,Credit Card,Tablet,Asia,5,2023-06,Thursday
T003839,C00605,Occasional,2024-05-03,Clothing,160.84,1,160.84,Bank Transfer,Mobile,Others,4,2024-05,Friday
T003840,C01281,Regular,2023-05-06,Home & Garden,375.45,1,375.45,Credit Card,Desktop,Europe,5,2023-05,Saturday
T003841,C00325,Regular,2024-02-07,Home & Garden,230.3,1,230.3,Bank Transfer,Mobile,Europe,5,2024-02,Wednesday
T003842,C00102,VIP,2024-11-08,Beauty,78.59,3,235.77,Debit Card,Desktop,Asia,3,2024-11,Friday
T003843,C00963,Regular,2023-11-27,Electronics,446.51,3,1339.53,Credit Card,Desktop,North America,5,2023-11,Monday
T003844,C01522,VIP,2024-04-16,Books,98.19,1,98.19,Credit Card,Desktop,North America,3,2024-04,Tuesday
T003845,C01988,Regular,2024-10-05,Sports,624.06,1,624.06,Debit Card,Desktop,Asia,5,2024-10,Saturday
T003846,C01788,VIP,2024-09-28,Electronics,778.03,3,2334.09,PayPal,Mobile,Asia,5,2024-09,Saturday
T003847,C01771,Occasional,2024-07-20,Books,37.84,1,37.84,Bank Transfer,Mobile,Europe,5,2024-07,Saturday
T003848,C00243,Regular,2024-08-23,Clothing,101.47,2,202.94,Credit Card,Mobile,Asia,4,2024-08,Friday
T003849,C01454,Occasional,2023-06-12,Beauty,86.95,2,173.89,PayPal,Tablet,North America,4,2023-06,Monday
T003850,C01962,Regular,2023-06-01,Clothing,74.5,1,74.5,Debit Card,Mobile,Europe,4,2023-06,Thursday
T003851,C00983,VIP,2024-08-22,Electronics,889.11,2,1778.22,Debit Card,Mobile,North America,5,2024-08,Thursday
T003852,C00954,Regular,2023-12-27,Beauty,149.22,1,149.22,Credit Card,Mobile,Others,4,2023-12,Wednesday
T003853,C01384,Regular,2024-07-31,Home & Garden,433.32,1,433.32,Debit Card,Desktop,North America,5,2024-07,Wednesday
T003854,C01883,Regular,2024-05-06,Sports,189.14,1,189.14,Bank Transfer,Mobile,Asia,4,2024-05,Monday
T003855,C00804,Regular,2023-11-09,Electronics,137.03,1,137.03,Credit Card,Mobile,North America,5,2023-11,Thursday
T003856,C01467,Occasional,2023-11-06,Electronics,830.93,2,1661.86,PayPal,Mobile,Europe,5,2023-11,Monday
T003857,C01249,Occasional,2024-03-01,Clothing,58.91,1,58.91,Credit Card,Mobile,Europe,3,2024-03,Friday
T003858,C01706,Regular,2023-05-29,Beauty,91.92,1,91.92,Debit Card,Mobile,Asia,3,2023-05,Monday
T003859,C00276,Occasional,2024-05-22,Clothing,147.86,1,147.86,Debit Card,Desktop,North America,4,2024-05,Wednesday
T003860,C00056,VIP,2023-08-14,Books,29.09,1,29.09,Debit Card,Desktop,Europe,4,2023-08,Monday
T003861,C01048,Regular,2024-12-02,Books,65.63,1,65.63,Credit Card,Desktop,Asia,4,2024-12,Monday
T003862,C01780,Occasional,2024-08-08,Home & Garden,66.15,2,132.29,Credit Card,Mobile,North America,3,2024-08,Thursday
T003863,C01042,Regular,2024-02-18,Clothing,115.97,2,231.93,Credit Card,Desktop,Asia,4,2024-02,Sunday
T003864,C01686,Regular,2023-01-13,Electronics,857.04,1,857.04,PayPal,Mobile,Asia,4,2023-01,Friday
T003865,C01855,Regular,2023-08-09,Electronics,1334.58,1,1334.58,Credit Card,Desktop,North America,5,2023-08,Wednesday
T003866,C00345,Regular,2023-07-15,Electronics,970.6,1,970.6,Debit Card,Desktop,North America,5,2023-07,Saturday
T003867,C01846,Regular,2023-11-05,Sports,201.24,2,402.49,Bank Transfer,Desktop,Europe,5,2023-11,Sunday
T003868,C01854,Occasional,2023-03-19,Electronics,636.35,1,636.35,Debit Card,Mobile,Asia,5,2023-03,Sunday
T003869,C00866,Occasional,2024-05-27,Books,32.78,1,32.78,Debit Card,Desktop,Europe,3,2024-05,Monday
T003870,C01422,Regular,2023-06-06,Clothing,34.75,1,34.75,Credit Card,Mobile,North America,4,2023-06,Tuesday
T003871,C01324,VIP,2024-11-06,Electronics,3116.3,1,3116.3,Debit Card,Mobile,North America,5,2024-11,Wednesday
T003872,C01568,Occasional,2023-01-05,Beauty,54.95,1,54.95,Credit Card,Mobile,Asia,5,2023-01,Thursday
T003873,C01979,Regular,2024-04-20,Electronics,1206.41,1,1206.41,Debit Card,Mobile,Asia,5,2024-04,Saturday
T003874,C01165,Regular,2024-05-25,Electronics,1553.45,1,1553.45,Credit Card,Desktop,Asia,5,2024-05,Saturday
T003875,C00799,Occasional,2024-11-08,Books,43.5,1,43.5,Bank Transfer,Mobile,Asia,2,2024-11,Friday
T003876,C00200,Occasional,2024-05-18,Home & Garden,339.71,2,679.43,PayPal,Mobile,Others,5,2024-05,Saturday
T003877,C01447,Regular,2023-08-26,Sports,84.83,1,84.83,Credit Card,Tablet,Europe,4,2023-08,Saturday
T003878,C00939,Regular,2023-01-17,Sports,377.16,2,754.32,Credit Card,Mobile,Asia,5,2023-01,Tuesday
T003879,C00802,VIP,2023-04-11,Sports,195.39,1,195.39,PayPal,Mobile,Europe,4,2023-04,Tuesday
T003880,C00428,Regular,2024-12-20,Clothing,202.08,2,404.16,Credit Card,Mobile,North America,4,2024-12,Friday
T003881,C00020,Occasional,2024-12-06,Books,30.16,1,30.16,Credit Card,Mobile,Europe,5,2024-12,Friday
T003882,C01849,Occasional,2024-09-10,Electronics,416.31,1,416.31,Credit Card,Mobile,North America,4,2024-09,Tuesday
T003883,C01148,Occasional,2023-09-28,Clothing,86.62,1,86.62,Credit Card,Mobile,Europe,5,2023-09,Thursday
T003884,C01855,Occasional,2023-08-17,Books,26.82,1,26.82,Credit Card,Mobile,Europe,4,2023-08,Thursday
T003885,C00294,Regular,2024-02-26,Sports,508.75,2,1017.51,Credit Card,Tablet,North America,5,2024-02,Monday
T003886,C01813,Regular,2024-12-08,Sports,937.2,2,1874.41,Credit Card,Mobile,Europe,5,2024-12,Sunday
T003887,C00636,Regular,2023-01-20,Home & Garden,81.68,1,81.68,Credit Card,Mobile,North America,4,2023-01,Friday
T003888,C00141,Regular,2023-04-19,Electronics,1438.04,3,4314.11,Credit Card,Mobile,North America,4,2023-04,Wednesday
T003889,C00154,Occasional,2024-10-06,Sports,210.79,1,210.79,Debit Card,Mobile,North America,5,2024-10,Sunday
T003890,C00420,Regular,2023-10-07,Electronics,600.47,1,600.47,Credit Card,Desktop,Asia,4,2023-10,Saturday
T003891,C00138,Regular,2024-06-14,Clothing,160.74,1,160.74,PayPal,Desktop,North America,4,2024-06,Friday
T003892,C01954,Regular,2023-07-25,Sports,246.62,1,246.62,Credit Card,Mobile,North America,4,2023-07,Tuesday
T003893,C00249,Regular,2024-12-08,Beauty,80.95,1,80.95,Credit Card,Mobile,Europe,5,2024-12,Sunday
T003894,C01451,Occasional,2024-05-31,Books,44.51,1,44.51,Debit Card,Tablet,Europe,4,2024-05,Friday
T003895,C00031,Regular,2024-03-27,Books,57.76,3,173.29,Credit Card,Desktop,North America,4,2024-03,Wednesday
T003896,C00727,Occasional,2024-05-02,Electronics,361.04,1,361.04,Debit Card,Mobile,Asia,4,2024-05,Thursday
T003897,C01049,Occasional,2024-03-24,Electronics,936.61,1,936.61,Debit Card,Mobile,North America,4,2024-03,Sunday
T003898,C00640,VIP,2023-06-04,Clothing,525.02,2,1050.04,Debit Card,Mobile,North America,5,2023-06,Sunday
T003899,C00427,Regular,2023-01-27,Electronics,455.8,1,455.8,Credit Card,Desktop,Others,5,2023-01,Friday
T003900,C01093,Occasional,2024-01-21,Books,18.8,1,18.8,Bank Transfer,Desktop,North America,3,2024-01,Sunday
T003901,C01610,Regular,2023-09-15,Electronics,90.75,1,90.75,Debit Card,Mobile,Others,5,2023-09,Friday
T003902,C00771,Regular,2024-12-06,Home & Garden,282.71,1,282.71,Credit Card,Mobile,North America,4,2024-12,Friday
T003903,C00628,Regular,2024-04-22,Beauty,13.52,2,27.04,Bank Transfer,Desktop,Asia,4,2024-04,Monday
T003904,C00421,Occasional,2024-02-15,Books,11.6,1,11.6,Debit Card,Mobile,North America,3,2024-02,Thursday
T003905,C01505,Regular,2023-04-29,Beauty,51.44,1,51.44,Credit Card,Mobile,North America,3,2023-04,Saturday
T003906,C01895,Regular,2024-02-29,Electronics,700.3,1,700.3,PayPal,Mobile,Asia,4,2024-02,Thursday
T003907,C01813,Occasional,2023-05-22,Books,32.37,1,32.37,Credit Card,Desktop,North America,2,2023-05,Monday
T003908,C00133,Occasional,2023-03-22,Beauty,50.25,1,50.25,PayPal,Mobile,North America,4,2023-03,Wednesday
T003909,C01761,Regular,2024-12-23,Electronics,2235.43,2,4470.87,Credit Card,Mobile,North America,5,2024-12,Monday
T003910,C01717,Regular,2024-09-28,Books,25.51,2,51.02,Bank Transfer,Mobile,North America,4,2024-09,Saturday
T003911,C01405,Regular,2024-10-25,Electronics,708.78,1,708.78,Credit Card,Desktop,Europe,5,2024-10,Friday
T003912,C00424,Regular,2024-11-13,Books,90.42,1,90.42,Debit Card,Desktop,Others,5,2024-11,Wednesday
T003913,C01723,Regular,2024-03-31,Electronics,958.98,2,1917.96,Debit Card,Desktop,North America,5,2024-03,Sunday
T003914,C01262,VIP,2024-11-11,Electronics,3463.93,1,3463.93,Debit Card,Mobile,North America,5,2024-11,Monday
T003915,C00141,Regular,2024-01-13,Clothing,153.36,2,306.72,Credit Card,Desktop,Others,5,2024-01,Saturday
T003916,C01121,Regular,2024-07-21,Electronics,225.91,2,451.82,Credit Card,Mobile,Europe,5,2024-07,Sunday
T003917,C00174,Regular,2023-08-05,Beauty,50.03,1,50.03,Credit Card,Mobile,North America,4,2023-08,Saturday
T003918,C00634,Occasional,2024-11-06,Books,18.22,2,36.44,Credit Card,Mobile,Others,3,2024-11,Wednesday
T003919,C00602,Regular,2024-08-30,Sports,475.55,2,951.1,Credit Card,Desktop,North America,5,2024-08,Friday
T003920,C01264,Regular,2023-07-09,Clothing,175.91,1,175.91,PayPal,Desktop,Europe,3,2023-07,Sunday
T003921,C00988,Occasional,2023-03-09,Clothing,139.02,2,278.03,Credit Card,Desktop,Europe,5,2023-03,Thursday
T003922,C01057,Regular,2024-10-16,Electronics,601.53,3,1804.59,Debit Card,Mobile,Europe,5,2024-10,Wednesday
T003923,C00729,Regular,2023-07-02,Electronics,497.45,1,497.45,Credit Card,Mobile,Asia,5,2023-07,Sunday
T003924,C00134,Regular,2023-06-10,Beauty,89.95,1,89.95,Credit Card,Mobile,Others,5,2023-06,Saturday
T003925,C00247,VIP,2023-07-24,Books,69.57,2,139.14,Debit Card,Mobile,Asia,5,2023-07,Monday
T003926,C01131,Regular,2024-09-26,Electronics,264.0,1,264.0,Credit Card,Mobile,North America,5,2024-09,Thursday
T003927,C01558,Regular,2023-08-24,Sports,143.12,1,143.12,Credit Card,Mobile,Europe,4,2023-08,Thursday
T003928,C01403,VIP,2024-06-29,Electronics,2438.58,3,7315.73,PayPal,Mobile,Europe,5,2024-06,Saturday
T003929,C00446,VIP,2024-03-31,Home & Garden,405.11,1,405.11,Debit Card,Desktop,Europe,4,2024-03,Sunday
T003930,C00607,Regular,2023-10-13,Home & Garden,109.38,3,328.15,Credit Card,Mobile,Asia,4,2023-10,Friday
T003931,C01144,Regular,2023-04-06,Beauty,52.86,1,52.86,Debit Card,Tablet,Europe,4,2023-04,Thursday
T003932,C01676,VIP,2023-09-17,Books,25.54,1,25.54,PayPal,Mobile,North America,5,2023-09,Sunday
T003933,C01351,VIP,2024-07-19,Beauty,103.33,3,310.0,Debit Card,Mobile,Asia,4,2024-07,Friday
T003934,C00863,Occasional,2023-03-30,Sports,181.82,2,363.63,Credit Card,Mobile,Europe,3,2023-03,Thursday
T003935,C01731,Regular,2023-01-04,Electronics,570.07,1,570.07,Credit Card,Mobile,Asia,5,2023-01,Wednesday
T003936,C01532,Regular,2023-09-27,Sports,368.0,1,368.0,Credit Card,Mobile,North America,4,2023-09,Wednesday
T003937,C01724,Regular,2024-04-05,Electronics,295.96,1,295.96,PayPal,Mobile,Europe,5,2024-04,Friday
T003938,C01225,Regular,2023-06-17,Sports,164.09,2,328.18,Debit Card,Mobile,Asia,5,2023-06,Saturday
T003939,C01729,Regular,2024-09-12,Books,30.52,1,30.52,Credit Card,Desktop,North America,4,2024-09,Thursday
T003940,C01512,Regular,2024-12-14,Books,36.82,1,36.82,Debit Card,Mobile,North America,5,2024-12,Saturday
T003941,C01043,Regular,2024-08-02,Beauty,41.69,1,41.69,Debit Card,Mobile,Asia,3,2024-08,Friday
T003942,C00806,Regular,2023-10-09,Home & Garden,82.32,2,164.65,Bank Transfer,Mobile,Asia,5,2023-10,Monday
T003943,C01340,Occasional,2024-10-27,Books,9.74,1,9.74,Bank Transfer,Tablet,North America,4,2024-10,Sunday
T003944,C00462,Occasional,2024-08-19,Books,15.53,1,15.53,PayPal,Mobile,North America,3,2024-08,Monday
T003945,C01359,Regular,2023-12-12,Electronics,1310.31,2,2620.63,Credit Card,Mobile,Europe,5,2023-12,Tuesday
T003946,C00257,Regular,2023-01-11,Clothing,30.32,2,60.64,PayPal,Desktop,North America,5,2023-01,Wednesday
T003947,C00139,VIP,2023-08-09,Sports,280.9,1,280.9,Credit Card,Mobile,North America,4,2023-08,Wednesday
T003948,C00573,Regular,2023-02-25,Sports,434.39,1,434.39,Credit Card,Desktop,Asia,5,2023-02,Saturday
T003949,C00457,Regular,2023-04-30,Sports,125.48,2,250.97,Debit Card,Desktop,Europe,3,2023-04,Sunday
T003950,C01506,Regular,2023-02-17,Books,28.85,2,57.7,Debit Card,Mobile,Europe,5,2023-02,Friday
T003951,C00638,Regular,2023-07-08,Books,11.54,1,11.54,Debit Card,Mobile,North America,4,2023-07,Saturday
T003952,C00988,VIP,2024-01-05,Sports,214.16,2,428.31,Credit Card,Mobile,North America,4,2024-01,Friday
T003953,C00206,Regular,2023-04-06,Beauty,58.56,1,58.56,PayPal,Mobile,Asia,3,2023-04,Thursday
T003954,C00018,Occasional,2023-06-04,Sports,60.72,1,60.72,Debit Card,Tablet,North America,4,2023-06,Sunday
T003955,C00546,Regular,2024-07-25,Beauty,118.17,1,118.17,Bank Transfer,Desktop,Europe,3,2024-07,Thursday
T003956,C00243,VIP,2024-05-20,Sports,697.94,1,697.94,Credit Card,Desktop,North America,5,2024-05,Monday
T003957,C01313,Regular,2024-02-19,Clothing,53.72,1,53.72,Credit Card,Mobile,Asia,5,2024-02,Monday
T003958,C01124,Occasional,2023-04-13,Books,24.58,1,24.58,PayPal,Mobile,North America,3,2023-04,Thursday
T003959,C00114,Regular,2024-06-27,Clothing,23.33,1,23.33,Debit Card,Mobile,Europe,4,2024-06,Thursday
T003960,C00318,VIP,2024-12-14,Books,94.02,2,188.03,PayPal,Mobile,Europe,4,2024-12,Saturday
T003961,C00248,VIP,2023-10-15,Beauty,57.39,1,57.39,Credit Card,Mobile,North America,4,2023-10,Sunday
T003962,C01550,Regular,2024-09-10,Beauty,130.27,1,130.27,PayPal,Mobile,North America,4,2024-09,Tuesday
T003963,C00899,Occasional,2023-06-15,Electronics,202.72,1,202.72,Credit Card,Desktop,Asia,5,2023-06,Thursday
T003964,C00044,Occasional,2023-06-21,Beauty,51.33,1,51.33,Credit Card,Mobile,North America,4,2023-06,Wednesday
T003965,C01217,Occasional,2023-11-29,Electronics,1496.78,2,2993.57,Credit Card,Desktop,Europe,5,2023-11,Wednesday
T003966,C01921,Occasional,2024-10-13,Beauty,60.73,1,60.73,Credit Card,Mobile,Asia,4,2024-10,Sunday
T003967,C01594,Regular,2024-07-18,Beauty,40.68,2,81.35,PayPal,Mobile,North America,4,2024-07,Thursday
T003968,C01274,Regular,2024-03-03,Electronics,541.94,2,1083.88,Debit Card,Desktop,North America,4,2024-03,Sunday
T003969,C01327,VIP,2023-11-13,Beauty,379.33,2,758.66,PayPal,Mobile,Asia,4,2023-11,Monday
T003970,C01031,Regular,2024-12-25,Electronics,1596.79,2,3193.59,Credit Card,Desktop,Europe,5,2024-12,Wednesday
T003971,C01509,Regular,2024-10-02,Beauty,136.1,2,272.21,PayPal,Mobile,Europe,4,2024-10,Wednesday
T003972,C01849,Regular,2023-03-18,Home & Garden,61.86,1,61.86,PayPal,Mobile,North America,5,2023-03,Saturday
T003973,C01450,Regular,2023-10-22,Clothing,187.94,1,187.94,Credit Card,Mobile,Europe,5,2023-10,Sunday
T003974,C00221,VIP,2023-09-17,Books,76.96,2,153.91,Credit Card,Mobile,North America,5,2023-09,Sunday
T003975,C00989,Regular,2024-03-08,Sports,160.1,3,480.31,PayPal,Mobile,North America,5,2024-03,Friday
T003976,C00100,Regular,2024-08-12,Home & Garden,160.81,1,160.81,Credit Card,Desktop,North America,5,2024-08,Monday
T003977,C00291,Regular,2023-08-15,Sports,628.11,2,1256.23,PayPal,Mobile,North America,5,2023-08,Tuesday
T003978,C01331,Regular,2023-06-22,Electronics,792.5,2,1585.0,Debit Card,Desktop,North America,5,2023-06,Thursday
T003979,C01410,Regular,2024-05-15,Home & Garden,137.28,3,411.83,Bank Transfer,Tablet,North America,5,2024-05,Wednesday
T003980,C01036,VIP,2024-04-06,Electronics,2152.36,4,8609.46,Credit Card,Mobile,Europe,5,2024-04,Saturday
T003981,C01607,Regular,2024-04-08,Beauty,57.23,1,57.23,Credit Card,Mobile,Asia,4,2024-04,Monday
T003982,C00192,VIP,2024-06-02,Books,21.96,3,65.88,Debit Card,Mobile,Asia,3,2024-06,Sunday
T003983,C00287,Regular,2024-11-08,Beauty,58.28,2,116.55,Bank Transfer,Desktop,Europe,5,2024-11,Friday
T003984,C00041,Occasional,2023-12-03,Sports,515.53,1,515.53,Debit Card,Mobile,Asia,5,2023-12,Sunday
T003985,C01400,Regular,2023-03-26,Home & Garden,376.67,3,1130.0,Debit Card,Mobile,Europe,5,2023-03,Sunday
T003986,C00931,VIP,2024-01-05,Books,42.14,1,42.14,Debit Card,Mobile,North America,5,2024-01,Friday
T003987,C01925,Regular,2024-01-28,Books,31.93,1,31.93,Debit Card,Mobile,North America,3,2024-01,Sunday
T003988,C01252,Regular,2023-08-27,Clothing,97.94,1,97.94,Bank Transfer,Mobile,North America,4,2023-08,Sunday
T003989,C01398,Regular,2024-09-22,Electronics,938.63,2,1877.25,PayPal,Mobile,North America,5,2024-09,Sunday
T003990,C01858,Regular,2024-11-20,Home & Garden,88.09,2,176.18,Debit Card,Mobile,North America,4,2024-11,Wednesday
T003991,C01326,VIP,2024-05-13,Books,38.89,3,116.67,Credit Card,Mobile,Europe,4,2024-05,Monday
T003992,C00334,Regular,2024-01-03,Sports,315.4,2,630.79,Debit Card,Mobile,Europe,4,2024-01,Wednesday
T003993,C00760,Regular,2023-08-22,Beauty,102.89,1,102.89,Credit Card,Desktop,Asia,4,2023-08,Tuesday
T003994,C01363,Occasional,2023-05-28,Sports,216.86,1,216.86,Bank Transfer,Mobile,Europe,5,2023-05,Sunday
T003995,C01017,Regular,2023-10-28,Books,18.16,1,18.16,Credit Card,Desktop,Europe,5,2023-10,Saturday
T003996,C00195,Regular,2024-04-10,Clothing,159.34,1,159.34,PayPal,Desktop,Asia,4,2024-04,Wednesday
T003997,C00976,Regular,2024-03-03,Clothing,56.86,2,113.72,Bank Transfer,Desktop,Europe,5,2024-03,Sunday
T003998,C00879,Occasional,2023-05-22,Books,5.58,1,5.58,Credit Card,Desktop,Europe,3,2023-05,Monday
T003999,C00294,Regular,2023-11-22,Home & Garden,447.26,1,447.26,Credit Card,Mobile,North America,5,2023-11,Wednesday
T004000,C00827,Regular,2024-11-13,Clothing,97.06,1,97.06,Credit Card,Mobile,Europe,4,2024-11,Wednesday
T004001,C00292,Occasional,2023-07-31,Books,26.67,1,26.67,PayPal,Desktop,North America,5,2023-07,Monday
T004002,C00658,VIP,2023-04-24,Home & Garden,115.05,2,230.11,Bank Transfer,Mobile,Europe,5,2023-04,Monday
T004003,C01189,Regular,2024-10-03,Beauty,44.52,3,133.57,PayPal,Mobile,North America,2,2024-10,Thursday
T004004,C00658,Regular,2023-12-01,Sports,76.38,3,229.14,Credit Card,Desktop,North America,3,2023-12,Friday
T004005,C01976,Occasional,2024-02-12,Clothing,122.0,2,244.0,PayPal,Mobile,North America,4,2024-02,Monday
T004006,C01366,VIP,2024-04-10,Clothing,469.29,1,469.29,Bank Transfer,Mobile,North America,4,2024-04,Wednesday
T004007,C00774,Regular,2023-04-29,Clothing,208.66,1,208.66,Debit Card,Mobile,Europe,5,2023-04,Saturday
T004008,C01388,Occasional,2024-10-09,Home & Garden,103.32,1,103.32,Credit Card,Mobile,North America,3,2024-10,Wednesday
T004009,C01939,Regular,2024-07-02,Electronics,474.08,2,948.17,Credit Card,Mobile,Asia,5,2024-07,Tuesday
T004010,C01169,Regular,2024-10-25,Clothing,127.6,1,127.6,Bank Transfer,Tablet,Europe,4,2024-10,Friday
T004011,C01403,Occasional,2023-09-21,Electronics,74.86,1,74.86,PayPal,Mobile,Others,5,2023-09,Thursday
T004012,C01439,Occasional,2024-07-27,Books,25.77,2,51.54,PayPal,Mobile,North America,3,2024-07,Saturday
T004013,C00130,Regular,2024-07-02,Clothing,148.07,1,148.07,Credit Card,Mobile,Asia,5,2024-07,Tuesday
T004014,C01951,Regular,2024-08-31,Sports,520.85,2,1041.7,PayPal,Mobile,North America,5,2024-08,Saturday
T004015,C01413,Regular,2023-12-11,Clothing,183.56,1,183.56,Debit Card,Desktop,North America,5,2023-12,Monday
T004016,C00429,Regular,2024-07-29,Books,16.58,1,16.58,Credit Card,Desktop,Asia,3,2024-07,Monday
T004017,C00319,Occasional,2023-08-19,Clothing,127.12,2,254.23,Debit Card,Desktop,North America,3,2023-08,Saturday
T004018,C00863,Regular,2024-01-10,Beauty,19.57,1,19.57,Debit Card,Desktop,North America,2,2024-01,Wednesday
T004019,C00301,Occasional,2023-06-14,Sports,391.88,1,391.88,Debit Card,Mobile,Asia,4,2023-06,Wednesday
T004020,C01033,Regular,2024-04-07,Electronics,1128.69,1,1128.69,Debit Card,Mobile,North America,4,2024-04,Sunday
T004021,C00271,Occasional,2023-10-01,Beauty,19.83,1,19.83,Bank Transfer,Mobile,North America,3,2023-10,Sunday
T004022,C01424,Occasional,2024-08-14,Beauty,70.96,2,141.91,Debit Card,Mobile,Europe,4,2024-08,Wednesday
T004023,C01207,VIP,2023-07-03,Clothing,243.78,1,243.78,Credit Card,Mobile,Asia,4,2023-07,Monday
T004024,C00283,Regular,2024-06-12,Electronics,1117.43,2,2234.85,Bank Transfer,Mobile,North America,5,2024-06,Wednesday
T004025,C00938,VIP,2023-09-04,Beauty,61.13,1,61.13,PayPal,Desktop,Europe,4,2023-09,Monday
T004026,C00151,Occasional,2023-10-12,Books,13.16,1,13.16,Credit Card,Mobile,Europe,4,2023-10,Thursday
T004027,C01137,Regular,2024-12-25,Clothing,170.84,2,341.67,Debit Card,Mobile,North America,5,2024-12,Wednesday
T004028,C00575,Regular,2024-02-16,Clothing,130.48,2,260.95,Debit Card,Mobile,Others,5,2024-02,Friday
T004029,C00478,Regular,2024-07-17,Beauty,81.79,1,81.79,Bank Transfer,Mobile,North America,4,2024-07,Wednesday
T004030,C00136,Regular,2024-06-01,Books,37.22,1,37.22,Credit Card,Mobile,Europe,5,2024-06,Saturday
T004031,C00320,Regular,2023-06-24,Beauty,104.49,1,104.49,Credit Card,Mobile,Asia,5,2023-06,Saturday
T004032,C01223,Regular,2024-11-17,Sports,567.07,3,1701.21,PayPal,Mobile,North America,4,2024-11,Sunday
T004033,C01628,Regular,2023-11-26,Beauty,130.6,1,130.6,PayPal,Mobile,Europe,4,2023-11,Sunday
T004034,C00006,VIP,2023-11-07,Clothing,402.98,1,402.98,Credit Card,Mobile,North America,5,2023-11,Tuesday
T004035,C01619,Regular,2024-08-07,Home & Garden,323.29,2,646.59,Debit Card,Mobile,North America,5,2024-08,Wednesday
T004036,C01000,Occasional,2024-06-14,Books,29.6,1,29.6,PayPal,Desktop,Europe,4,2024-06,Friday
T004037,C01827,Regular,2024-09-15,Home & Garden,106.7,1,106.7,Credit Card,Desktop,Europe,3,2024-09,Sunday
T004038,C00403,Regular,2023-11-18,Sports,531.4,1,531.4,Credit Card,Desktop,North America,4,2023-11,Saturday
T004039,C01873,Regular,2024-03-12,Beauty,34.28,1,34.28,Bank Transfer,Mobile,Europe,4,2024-03,Tuesday
T004040,C00273,Occasional,2024-05-16,Home & Garden,134.27,1,134.27,Credit Card,Mobile,North America,3,2024-05,Thursday
T004041,C01227,Regular,2023-02-02,Home & Garden,236.58,1,236.58,Credit Card,Mobile,Asia,5,2023-02,Thursday
T004042,C00974,Occasional,2023-03-23,Sports,43.48,1,43.48,Bank Transfer,Mobile,North America,4,2023-03,Thursday
T004043,C01215,Occasional,2023-08-02,Clothing,150.72,2,301.44,Debit Card,Desktop,Europe,5,2023-08,Wednesday
T004044,C01352,Occasional,2023-08-21,Clothing,20.64,1,20.64,Credit Card,Mobile,Asia,4,2023-08,Monday
T004045,C00358,Occasional,2023-07-05,Sports,49.19,1,49.19,Credit Card,Mobile,North America,4,2023-07,Wednesday
T004046,C01927,Regular,2024-01-23,Beauty,11.85,1,11.85,Credit Card,Mobile,Asia,3,2024-01,Tuesday
T004047,C00608,Regular,2023-01-16,Beauty,48.8,3,146.41,PayPal,Desktop,North America,4,2023-01,Monday
T004048,C01709,Occasional,2024-01-29,Electronics,96.38,1,96.38,Credit Card,Desktop,Asia,5,2024-01,Monday
T004049,C00199,Regular,2023-01-05,Sports,382.41,1,382.41,Credit Card,Mobile,Europe,5,2023-01,Thursday
T004050,C01204,VIP,2023-03-09,Home & Garden,523.74,3,1571.22,Debit Card,Mobile,Europe,4,2023-03,Thursday
T004051,C00888,Regular,2024-02-05,Sports,369.04,2,738.08,Bank Transfer,Mobile,Europe,4,2024-02,Monday
T004052,C01127,Regular,2023-05-27,Beauty,53.96,3,161.88,Debit Card,Desktop,Europe,4,2023-05,Saturday
T004053,C01025,Regular,2023-09-18,Books,29.98,2,59.95,Credit Card,Mobile,Europe,4,2023-09,Monday
T004054,C01991,VIP,2023-05-31,Clothing,261.7,2,523.39,PayPal,Mobile,Europe,4,2023-05,Wednesday
T004055,C01493,Regular,2023-03-09,Sports,42.58,2,85.15,Debit Card,Mobile,Asia,3,2023-03,Thursday
T004056,C01949,Regular,2024-11-01,Books,11.65,1,11.65,PayPal,Desktop,Asia,4,2024-11,Friday
T004057,C01122,Occasional,2023-10-09,Beauty,98.75,1,98.75,Credit Card,Desktop,Europe,5,2023-10,Monday
T004058,C01391,Regular,2023-05-26,Sports,658.81,1,658.81,PayPal,Mobile,Europe,5,2023-05,Friday
T004059,C01586,Occasional,2024-10-10,Beauty,75.0,2,149.99,PayPal,Desktop,North America,4,2024-10,Thursday
T004060,C01040,Occasional,2024-11-07,Books,19.51,1,19.51,Debit Card,Tablet,Others,5,2024-11,Thursday
T004061,C00025,VIP,2024-12-25,Clothing,607.96,2,1215.91,Bank Transfer,Desktop,North America,5,2024-12,Wednesday
T004062,C01654,Occasional,2023-03-07,Home & Garden,122.46,1,122.46,Debit Card,Mobile,Asia,4,2023-03,Tuesday
T004063,C00604,Occasional,2023-07-05,Electronics,735.11,1,735.11,Credit Card,Desktop,North America,4,2023-07,Wednesday
T004064,C01349,VIP,2024-10-27,Clothing,545.02,2,1090.05,Bank Transfer,Mobile,North America,5,2024-10,Sunday
